Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,0,-1,-7,4
2,3,-16,13,-8
3,6,-10,3,-1
4,5,-6,2,-2
5,-3,-4,5,-5
6,0,0,-10,7
7,3,-11,6,-3
8,0,-7,13,-8
9,3,-7,5,-1
10,3,-3,-4,3
11,-3,0,0,3
12,0,-9,7,-6
13,-11,9,-4,-1
14,-6,11,-12,2
15,-3,14,-16,5
16,0,4,-4,-2
17,-4,6,-14,11
18,-10,5,-3,-2
19,-3,6,-13,3
20,-8,15,-9,2
21,-1,7,-6,3
22,-5,0,7,-8
23,-9,5,0,0
24,-2,6,-3,-2
25,-5,-1,10,-6
26,-1,2,-2,1
27,-1,-3,-1,0
28,-8,0,1,0
29,0,-15,16,-8
30,0,-13,15,-7
31,2,-11,5,1
32,-10,4,-6,-3
33,-6,-1,4,0
34,3,-4,-5,0
35,-3,-1,-3,0
36,-8,0,7,-7
37,6,0,-11,0
38,10,-16,1,1
39,-9,11,-9,3
40,0,-1,-6,0
41,-9,9,-8,0
42,1,-14,7,-4
43,-1,-7,6,-3
44,-2,1,6,-6
45,4,-13,1,0
46,1,-15,11,-1
47,-5,-2,1,-4
48,0,-6,4,-9
49,-2,-17,12,-4
50,-6,-12,3,1
51,2,-2,1,-5
52,3,-6,0,3
53,6,-10,0,2
54,-2,3,-3,-8
55,-5,-2,0,1
56,-3,-7,4,-10
57,5,-16,7,-3
58,1,-1,-5,2
59,0,-4,-5,5
60,-2,-1,0,-2
61,-5,6,-15,1
62,-3,-17,17,-12
63,-14,11,-10,-5
64,-4,-2,-8,5
65,-14,13,-6,-3
66,3,-13,9,-2
67,-2,-7,0,-3
68,-10,0,7,-9
69,-1,-6,4,-3
70,-3,-10,3,-8
71,-2,-3,0,-7
72,0,-5,-7,6
73,0,-5,0,1
74,-2,-2,-2,-3
75,1,3,-19,6
76,-8,0,-9,0
77,-3,-10,6,-3
78,8,-8,-4,-2
79,1,-16,21,-14
80,-2,0,-6,0
81,0,0,-9,-1
82,-6,11,-13,-1
83,5,-11,-7,0
84,-6,-3,1,-5
85,-1,-26,20,-12
86,-2,-5,1,-6
87,-6,1,7,-11
