Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-8,7,-4,6
2,-1,6,-6,0
3,-5,0,0,-2
4,-6,8,-10,6
5,-3,1,-9,12
6,-3,5,-10,-1
7,-6,18,-20,4
8,-12,9,0,-2
9,-8,-5,8,-2
10,-9,4,-1,-1
11,4,-9,8,-11
12,-6,6,-6,-2
13,-6,7,-9,-1
14,-5,4,-13,13
15,-13,14,-4,1
16,-4,14,-22,7
17,-7,5,-9,2
18,-2,0,2,-6
19,-4,-9,11,-6
20,-14,9,-13,10
21,-8,19,-19,6
22,-4,12,-13,8
23,-4,1,-4,-5
24,-4,6,-5,0
25,-11,5,2,0
26,-9,4,5,-6
27,-8,0,-3,2
28,-6,-3,0,0
29,-4,-2,-5,4
30,-9,4,-5,-2
31,-5,-4,5,0
32,-9,0,-2,-5
33,-9,-3,0,-1
34,-15,12,-5,0
35,-11,-8,8,-4
36,-15,8,-1,-7
37,0,-11,9,0
38,-1,-9,3,0
39,-5,7,-13,4
40,-1,0,-6,5
41,-11,3,-9,4
42,-6,3,-6,0
43,-7,6,-2,0
44,0,6,-21,8
45,-1,-2,-3,-5
46,-7,-3,0,-5
47,-7,3,-3,-4
48,-7,-2,0,3
49,-14,3,4,-10
50,-7,1,3,-4
51,-5,0,-4,-3
52,-12,12,-10,0
53,-1,-9,9,-3
54,11,-22,2,0
55,-14,12,-11,0
56,-3,7,-12,2
57,-9,-2,2,-3
58,-3,0,-6,-2
59,-6,3,-8,0
60,-3,-13,11,-9
61,-5,-13,10,-5
62,-7,-2,2,-8
63,-12,9,-14,0
64,0,-6,1,-1
65,-8,0,-3,0
66,-3,6,-13,8
67,-13,21,-16,2
68,-2,0,-13,7
69,2,-13,1,4
70,-11,7,0,-6
71,6,-7,-12,4
72,-5,9,-9,6
73,-10,-7,3,-2
74,-6,9,-9,2
75,-9,2,-5,-5
76,-5,-7,4,-6
77,-10,2,-4,-1
78,-3,-4,-6,5
79,-6,-10,10,-4
80,-4,-5,-2,-1
81,0,-8,0,1
82,-5,-8,-3,0
83,0,-10,9,0
84,-12,8,1,-11
85,-9,-3,5,-10
86,-1,-4,-3,-3
87,-5,3,-3,5
88,5,-16,9,0
89,-12,4,-2,-7
90,2,-3,-7,0
91,2,-14,-7,4
92,-15,6,-2,-2
93,-15,0,3,-4
94,0,-8,-3,6
95,-3,-10,9,-7
96,-8,10,-19,7
97,-3,-3,1,-2
98,-12,5,-9,-2
99,-9,-4,-1,-1
100,-18,6,-7,1
101,-1,-17,11,-1
102,-4,-12,16,-12
103,-12,9,-4,7
104,-15,16,-14,2
105,-3,-5,-6,-2
106,2,-12,6,-3
107,-8,1,-4,3
108,-6,7,-11,2
109,-9,-6,6,-3
110,-10,7,-11,2
111,-15,8,1,-3
112,8,-17,0,2
113,-8,5,-3,-3
114,-18,10,-7,-6
115,-3,-13,9,-6
116,-3,0,-13,7
117,-8,6,-16,-1
118,-9,0,2,-4
119,-7,-9,10,-9
120,5,-25,17,-10
121,-13,0,-1,-2
122,-13,12,-13,0
123,0,-6,0,3
124,-11,8,-17,5
125,-5,-5,0,0
126,-6,-8,0,-2
127,-15,-2,4,-6
128,-2,-1,-3,-1
129,-12,-3,6,-15
130,-11,10,-6,0
131,-18,20,-13,-2
132,-7,-7,3,0
133,1,-16,3,-4
134,0,-8,-3,1
135,-4,5,-15,2
136,-14,2,-8,0
137,0,0,-10,-3
138,-8,-2,0,0
139,-1,-6,-1,-1
140,0,-12,-3,-1
141,-6,3,-5,-1
142,1,-13,0,-4
143,-4,6,-14,4
144,-7,6,-12,4
145,-2,-1,-9,3
146,-10,15,-6,0
147,-8,-3,0,-2
148,-13,15,-21,9
149,2,-12,11,-11
150,-2,-8,6,-8
151,-7,-11,5,-6
152,-5,11,-12,0
153,-5,-14,13,-4
154,-15,7,1,-2
155,-5,1,-9,-7
156,-3,-2,-4,3
157,-5,4,-17,0
158,-8,-1,-6,-2
159,-18,8,-10,1
160,0,-15,20,-14
161,-9,-1,-2,-6
162,-5,-10,8,-11
163,-5,-14,13,-5
164,-9,1,-7,-2
165,0,-10,3,-8
166,-5,0,-9,2
167,-12,5,-8,-2
168,-3,-5,0,2
169,-5,-2,3,-10
170,1,-12,-7,-2
171,-5,1,0,-8
172,-13,16,-23,4
173,-1,-7,-12,-2
174,-16,14,-15,3
175,-12,5,-2,-9
176,-15,2,-8,-1
177,-9,-2,3,-9
178,-2,-9,0,-7
179,-2,-1,-11,5
180,-3,-6,8,-8
181,-4,-18,13,-6
182,-2,3,-12,-2
183,-14,5,0,-10
184,-1,-7,0,-1
185,-9,-16,14,-12
186,-5,-11,0,0
187,-1,-8,-2,-11
188,-15,-6,2,-8
189,-6,5,-9,-2
190,-6,-13,6,-5
191,-3,-10,9,-9
192,-1,1,-12,4
193,-16,5,-6,-6
194,-6,-7,4,-9
195,-8,1,-8,-1
196,-13,-2,-1,-2
197,-7,5,-13,0
198,-2,-4,-9,2
199,-17,20,-16,0
200,-2,-11,6,-3
201,-18,10,-10,1
202,-3,-14,5,-12
203,0,-15,8,-9
204,-6,10,-22,9
205,-6,-11,1,-3
206,-5,-10,4,-10
207,-11,-5,7,-6
208,-9,-2,0,-3
209,-8,-4,-1,1
210,-5,-3,-8,1
211,-1,-19,9,-8
212,-6,-5,0,-3
213,-12,-2,4,-2
214,-8,-6,1,-8
215,-8,-2,0,0
216,-8,-14,18,-12
217,-5,-4,2,-8
218,6,-24,6,-6
219,-10,0,-5,0
220,-5,5,-17,4
221,-10,-2,1,-2
222,5,0,-16,-3
223,-3,-21,18,-12
224,-5,-1,-8,0
225,-5,-20,10,0
226,-8,-2,1,-7
227,-6,0,0,-7
228,-14,7,-12,-3
229,-12,-1,-3,-6
230,0,-24,18,-10
231,-5,-17,10,-9
232,-8,-3,-4,0
233,-4,-6,7,-15
234,-6,-3,0,-7
235,-9,2,0,3
236,0,-16,12,-5
237,-2,-6,-2,-4
238,-9,-7,9,-6
239,-5,-17,15,-9
240,-6,-5,-10,4
241,-13,-2,2,-1
