Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-6,12,-11,0
2,1,-6,1,-1
3,-2,0,7,-2
4,-12,13,5,-13
5,-2,4,0,-6
6,1,-9,7,-4
7,-1,-1,2,-2
8,1,-4,0,3
9,1,-4,15,-7
10,-6,6,-3,0
11,-3,2,-7,1
12,-6,4,-2,-8
13,4,-13,11,-8
14,-1,-8,13,-4
15,-4,-11,19,-4
16,-8,0,3,-4
17,0,4,-9,3
18,-5,4,2,0
19,-5,7,-14,5
20,-2,1,1,-2
21,0,-13,11,-2
22,-1,-5,5,-3
23,-8,2,5,-4
24,0,-15,13,0
25,-4,-9,11,-2
26,2,-8,5,-4
27,-7,0,2,0
28,2,-23,14,-6
29,2,-16,15,-9
30,-4,-2,-2,5
31,-2,-2,4,-5
32,-8,14,-13,0
33,-3,0,4,-4
34,-5,2,8,-4
35,-5,6,-5,0
36,-5,-3,8,-7
37,-3,-10,3,2
38,-3,9,-13,0
39,-16,6,-1,0
40,2,-8,-1,0
41,-1,-6,2,-2
42,0,-10,8,-7
43,-1,1,-7,2
44,-3,3,-10,4
45,-2,-2,0,-1
46,-12,7,-2,-4
47,-8,0,6,-7
48,-4,5,0,-10
49,12,-21,1,0
50,-4,-3,6,-5
51,-5,2,-3,-4
52,-3,4,-4,0
53,-4,5,-6,-3
54,-5,0,1,-3
55,-2,-1,2,-1
56,0,-7,-2,2
57,-5,-1,11,-9
58,7,-12,-1,-2
59,-3,8,-11,8
60,-15,10,-4,-5
61,-10,17,-14,0
62,-4,-11,0,-7
63,-9,2,2,-5
64,-5,-2,-5,-2
65,-5,1,-1,0
66,8,-15,5,-4
67,-4,4,-8,0
68,-3,-9,5,-7
69,0,0,-5,4
70,-2,0,-10,2
71,-13,15,-8,-3
72,-13,-1,15,-5
73,-4,-4,9,-6
74,-3,-3,0,-6
75,-10,-1,10,-8
76,0,-3,-6,4
77,-8,2,-5,0
78,0,3,-13,1
79,0,-7,0,-1
80,-13,-2,-4,-6
81,-7,2,-4,1
82,1,3,-13,0
83,-4,-2,1,0
84,-12,13,-5,-2
85,0,0,-11,1
86,-6,-1,-4,1
87,-6,0,-5,-4
88,-6,-3,12,-8
89,-1,-9,1,0
90,-9,8,-2,2
91,-6,-3,-4,0
92,-4,-3,0,-3
93,-2,-7,15,-10
94,-18,10,-1,0
95,-8,0,8,-3
96,-12,6,-9,1
97,-1,-5,-4,-4
98,-8,0,-6,0
99,-7,-5,6,-3
100,-4,-3,-1,-5
101,-8,4,2,-5
102,-11,7,-9,2
103,-4,0,-2,-2
104,-2,-5,4,-2
105,0,-4,0,-5
106,-4,6,-10,-4
107,-5,3,-11,4
108,-10,4,-7,-1
109,-1,1,0,-7
110,0,-3,-7,-1
111,-7,-14,8,-6
112,-7,-4,13,-11
113,-8,1,-5,-1
114,-14,10,-5,-3
115,-3,2,-2,-6
116,-8,3,-4,-11
117,0,-4,-4,-4
118,-15,17,-21,2
119,7,-14,5,-8
120,-8,2,3,0
121,-17,21,-16,-6
122,-4,-3,-3,0
123,-3,-4,-3,-6
124,-10,0,-2,-6
125,-6,-9,8,-9
126,-10,17,-27,4
127,-6,5,-9,-6
128,-7,-7,10,-8
129,-6,0,-7,-1
130,0,-7,0,-4
131,-3,-1,-1,-1
132,-10,13,-13,0
133,-7,15,-23,5
134,-13,10,-3,-5
135,0,-2,-6,-7
136,-16,14,-8,-4
137,-8,-1,3,-5
138,5,-14,7,-3
139,4,-11,5,-4
140,1,-13,4,-2
141,-7,10,-16,-2
142,-10,5,5,-9
143,3,-11,1,-4
144,6,-16,2,-4
145,0,-12,2,-8
146,-4,4,-3,-5
147,-3,-4,1,-7
148,-3,1,2,-8
149,-10,7,-10,0
150,-7,-6,5,-11
151,-9,1,-5,-7
152,2,-5,-3,-5
153,-4,4,-6,-3
154,-2,-6,0,-3
155,-1,3,-3,2
156,-5,-4,-4,-2
157,-4,10,-21,7
158,-1,-2,-3,-8
159,-15,19,-15,-1
160,-2,0,-9,8
161,-7,2,0,-3
162,-5,-4,2,-10
163,-5,1,3,-9
164,-2,-8,-5,-4
165,-12,3,1,-9
166,-5,0,-1,-3
167,-12,9,-4,-8
168,3,-26,18,-11
169,-5,-7,1,0
170,-10,-3,9,-9
171,4,-22,12,-12
172,-11,0,-2,-1
173,-1,-5,-10,-1
174,-10,-5,2,-10
175,-10,-2,0,-4
176,-3,-7,6,-13
177,2,-18,11,-10
178,0,3,-15,1
179,1,-11,3,-4
180,-8,-3,0,-2
181,-6,0,0,-8
182,-8,2,-2,-2
183,7,-29,13,-13
184,-3,-11,9,-10
185,-3,2,-12,0
186,-1,-3,0,-5
187,-10,0,-4,-3
188,-7,8,-11,0
189,-14,13,-3,-8
190,-1,-4,7,-9
191,-15,10,-4,-3
192,-5,-4,-5,0
193,-4,-3,6,-10
194,-6,-5,4,-4
195,-11,5,-3,-1
196,-7,3,-5,0
197,0,-7,-4,-7
198,-9,2,-5,-5
199,-4,-9,4,-9
200,0,-16,9,-10
201,-8,6,-3,0
202,-7,-4,4,-10
203,-4,-13,8,-10
204,-5,-6,0,-6
205,-11,0,0,-7
206,-8,0,0,0
207,-8,-3,-1,1
208,-5,-3,1,-6
209,-14,18,-17,-3
210,-7,-2,0,-3
211,-10,12,-7,-4
212,-6,-9,6,-3
213,-1,-3,-5,-4
214,-1,-12,5,-10
215,-10,-3,6,-12
216,-6,5,-13,-1
217,-10,9,-16,-1
218,0,-14,3,-5
219,-12,11,-13,1
220,-8,6,0,-12
221,-3,-1,-2,-4
222,-4,-8,5,-1
223,0,-18,5,-12
224,-14,15,-17,0
225,-9,7,-19,1
226,-12,4,-7,-8
227,-1,-6,-7,-7
228,-10,17,-16,2
229,-9,9,-13,-3
230,-4,-1,-2,-5
231,-11,15,-25,3
232,-10,-1,6,-12
233,-2,-3,-6,-3
234,-13,-1,3,-6
235,-7,-5,8,-7
236,-10,1,-5,-1
237,-7,4,-20,0
238,-4,-4,-5,1
239,-5,1,5,-11
240,-11,-2,0,-1
241,-6,1,-11,-3
242,-8,0,-6,1
243,-10,17,-18,-2
244,-5,-6,-3,-11
245,-9,-2,0,-4
246,-10,3,-5,-3
247,1,-14,7,-15
248,-12,2,-7,-5
249,0,-4,-12,-2
250,-1,-10,-3,-3
251,-2,-18,-3,0
252,-5,-7,3,-6
253,-10,7,-5,-4
254,-2,-4,-8,0
255,-10,-3,0,-4
256,-8,5,-15,-2
257,-8,1,-5,-3
258,-5,3,-16,0
259,-5,0,-12,-1
260,-12,12,-19,-1
261,-13,8,-11,-8
262,-15,13,-17,0
263,-3,0,1,-5
264,-16,16,-14,3
265,-5,-16,15,-11
266,-11,-2,-7,-6
267,-13,12,-12,-4
268,-3,6,-17,-6
269,0,-2,-10,-6
270,-16,10,-14,-3
271,-8,0,-6,-7
272,-10,-2,-4,-6
273,-8,-1,0,-8
274,-5,-9,4,-3
275,3,-15,-2,-5
276,-16,10,-10,-1
277,-7,-5,14,-17
278,-10,2,-1,-10
279,0,-7,-5,-6
280,-6,-2,-7,-4
281,-10,2,-8,-3
282,-10,1,-2,-4
283,-14,20,-18,5
284,-7,-7,4,-7
285,-11,1,0,-6
286,-8,-2,-1,-5
287,-6,-7,2,-10
288,1,-4,-12,6
289,-12,3,-9,1
290,4,-14,5,-17
291,-7,7,-17,-4
292,1,-9,-1,-11
293,-1,-10,2,-5
294,-11,-2,3,-7
295,0,-13,4,-6
296,-10,7,-14,-2
297,-8,9,-16,5
298,-3,-1,-6,-1
299,-11,-6,5,-8
300,-12,-3,-1,-4
301,-4,-2,-5,-4
302,-5,7,-13,-1
303,-9,-1,0,2
304,0,-1,-9,-2
305,-9,8,-15,-5
306,-6,5,-12,-1
307,5,-12,-3,-10
308,-4,-4,0,-8
309,2,-8,-4,-2
310,-4,4,-6,-4
311,-1,0,-10,0
312,-7,10,-11,-2
313,0,-3,-12,2
314,-6,7,-3,1
315,-2,-1,-5,-1
316,0,-1,-8,5
317,-8,14,-16,2
318,-6,3,-11,6
319,-5,3,-3,0
320,-6,17,-20,11
321,-14,21,-14,5
322,-1,6,-6,0
323,-11,2,-2,-1
324,-4,4,3,-8
325,-9,4,-8,-1
326,3,-12,1,-6
327,-7,10,-12,-3
328,-2,-12,18,-16
329,-4,15,-21,1
330,-5,-1,-6,4
331,-12,17,-18,-5
332,-7,0,2,-11
333,-8,1,1,-8
334,-3,-6,0,-1
