Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-3,-1,5,0
2,7,-18,11,-7
3,1,0,-8,-2
4,2,-7,10,-14
5,-2,-10,7,-8
6,11,-4,-6,-3
7,0,-5,7,-11
8,9,-13,4,-1
9,-1,-2,1,-9
10,0,0,-9,2
11,1,-5,-2,0
12,4,-16,8,-1
13,-1,2,-11,1
14,-3,-5,1,-9
15,0,-6,6,-4
16,1,-2,-4,-3
17,7,-4,-6,0
18,-2,5,-9,-1
19,-1,5,-10,-2
20,-4,3,0,-7
21,-11,10,-7,-4
22,3,-4,-11,-5
23,0,-7,-2,-5
24,4,5,-11,-5
25,-2,6,-10,-4
26,-7,-8,6,-12
27,-3,3,-7,2
28,-7,19,-13,-6
29,4,-11,7,-8
30,-9,7,-2,-2
31,2,-4,-1,-10
32,-2,7,-15,-2
33,-4,5,-4,-3
34,0,-5,0,-6
35,3,-12,4,-7
36,-6,4,-7,-2
37,-3,-8,3,-9
38,-2,-5,0,-13
39,-5,4,-8,-3
40,-2,2,2,-10
41,-13,13,-4,-6
42,2,-7,0,-7
43,-8,7,-5,0
44,5,-14,-3,6
45,2,-14,6,-8
46,3,-7,-10,0
47,4,-12,1,-7
48,-1,5,-16,6
49,-12,11,-4,-5
50,5,-12,6,-8
51,-4,-4,1,-2
52,-1,-14,-2,-6
53,-6,-3,2,-8
54,-1,-4,-7,3
55,5,-23,16,-10
56,0,-11,2,-6
57,4,-13,4,-5
58,0,-2,-16,3
59,-11,0,5,-9
60,-4,-4,-6,-4
61,0,-12,1,-5
62,-14,3,-3,0
63,-9,3,-11,-2
64,0,-6,9,-15
65,-1,-17,13,-8
66,-15,21,-16,-1
67,2,1,-22,8
68,-2,-3,-6,-1
69,-2,-10,15,-10
70,4,-8,-5,0
71,0,-3,0,-7
72,-2,4,-7,-2
73,-11,6,-12,6
74,5,-25,14,-7
75,-1,-5,2,-10
76,-1,-8,14,-12
77,-1,-16,13,-5
78,-8,9,-2,-7
79,-5,7,-17,2
80,9,-16,1,0
81,-6,1,-4,-12
82,-3,2,-11,-7
83,-6,1,0,-6
84,-8,4,-2,-11
85,-8,-8,1,-9
86,-2,1,-24,2
87,-1,-2,-7,-4
88,-4,1,-16,1
89,-5,3,-11,0
90,0,-9,-7,4
91,-7,5,-15,4
92,-13,2,-4,1
93,-10,6,-10,-8
94,-4,-9,2,-2
95,-1,-1,-18,0
96,0,0,-8,0
97,-2,-3,-6,-4
98,-5,1,-4,-5
99,-3,-3,-9,3
100,-11,-2,-1,-10
101,0,-8,5,-18
102,0,-4,-5,-17
103,-8,-4,0,-3
104,-12,8,-12,-5
105,-5,-7,2,-4
106,2,-13,0,-3
107,-11,7,-4,-12
108,-1,-5,-8,-6
109,3,-20,1,-1
110,-4,0,-13,-3
111,3,-19,2,-14
112,-11,11,-21,-1
113,-1,2,-21,3
114,-10,16,-19,-7
115,-11,4,-2,-4
116,-2,-11,0,-7
117,-7,-6,8,-17
118,-5,-4,-4,-6
119,-3,3,-4,-10
120,-5,4,-13,-3
121,-13,7,-16,2
122,-9,13,-21,-4
123,1,-16,0,-8
124,0,7,-18,2
125,-3,-12,1,-9
126,0,-6,-3,-10
127,-11,4,-7,-9
128,-9,5,2,-10
129,-1,-16,6,-11
130,-10,0,-8,0
131,-7,-2,-8,0
132,-7,-17,17,-14
133,-2,-7,-3,-6
134,-12,15,-18,-2
135,-4,10,-14,-10
136,-13,5,-14,4
137,-15,-9,13,-15
138,4,-9,-3,-11
139,-10,1,0,-9
140,0,-14,13,-8
141,-16,2,4,-8
142,-7,-4,-5,-1
143,0,-5,-6,-7
144,-13,8,2,-12
145,-1,1,-15,-6
146,-6,-5,-5,-6
147,-3,6,-13,-4
148,4,-23,12,-5
149,-4,-6,-1,-14
150,1,-11,6,-12
151,-7,-17,11,-12
152,-1,-12,3,-8
153,4,-12,-9,-6
154,-13,8,-17,0
155,-3,0,-11,8
156,-23,15,-22,5
157,3,-14,1,-9
158,-7,-1,-2,-7
159,-5,5,-17,0
160,-7,3,-7,-12
161,-5,0,-13,0
162,-8,-1,-4,-7
163,-17,2,-5,-8
164,-1,-8,-7,-2
165,-6,2,-20,5
166,-1,-5,-5,-1
167,-9,-6,0,-13
168,-11,9,-11,0
169,-13,7,-15,-3
170,-4,0,-14,-10
171,-12,-1,7,-13
172,-2,-11,-5,0
173,-15,1,-3,-9
174,0,-6,0,-4
175,-4,-11,0,-7
176,0,-1,-14,-3
177,-5,-4,-6,-9
178,-1,-4,-9,-2
179,7,-32,11,-18
180,0,-19,3,-5
181,-7,5,-10,-7
182,-4,-3,1,-15
183,-7,-3,-3,-5
184,-9,15,-23,-1
185,5,-25,8,-9
186,-13,2,-7,-2
187,-2,-2,-9,-7
188,-16,7,-12,-4
189,-13,1,-19,-1
190,-4,-4,-8,-4
191,-11,1,-2,-11
192,-8,-7,-2,-9
193,-10,7,-11,-1
194,-1,4,-11,-5
195,-8,1,-5,-6
196,-10,0,-9,-6
197,-8,5,-18,-4
198,-6,-14,6,-10
199,-1,-10,0,-7
200,-11,-2,-3,-4
201,2,-15,-2,-2
202,-6,1,-13,0
203,7,-25,3,-8
204,-6,1,-6,-3
205,-8,3,-7,-13
206,-14,8,-13,-7
207,-8,1,-5,-7
208,-7,-7,1,-11
209,0,0,-13,-4
210,-4,7,-28,0
211,-5,-5,-1,-12
212,-3,-5,1,-14
213,2,-2,-19,-4
214,1,-25,14,-15
215,-3,-11,-4,-9
216,-6,-4,-10,4
217,-11,8,-14,-5
218,-10,0,-13,-5
219,-6,-2,-7,-8
220,-3,0,-10,-1
221,-18,4,-10,-11
222,-1,-6,-13,-3
223,-3,-14,3,-11
224,-6,0,-6,-6
225,-5,-10,-8,-1
226,-5,-8,-7,-1
227,-6,-5,-14,-2
228,-8,-5,-2,-6
229,-4,-4,1,-7
230,-3,-12,1,-10
231,-11,-6,-4,-9
232,-7,-4,-9,-1
233,-1,-1,-8,-11
234,-1,-5,-10,-3
235,-5,-9,0,-2
236,-12,6,-14,-10
237,-10,1,-17,1
238,-12,5,-8,-4
239,-5,-9,4,-7
240,-13,-4,4,-17
241,-6,-17,13,-5
242,-6,-12,-6,-10
243,-9,3,-20,-3
244,0,-10,-5,-12
245,-6,-10,4,-11
246,-8,-10,-6,0
247,-5,-2,-12,-5
