Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-2,9,-14,6
2,-6,12,-6,-1
3,-2,7,-5,-1
4,0,-11,5,0
5,3,-5,2,-3
6,-4,2,-1,5
7,-10,21,-19,6
8,1,-9,12,-7
9,-4,1,4,-6
10,-2,0,-1,-1
11,-2,11,-17,2
12,0,-9,2,-3
13,-5,5,-2,2
14,-13,9,-7,-1
15,3,-8,11,-8
16,2,7,-19,10
17,-6,15,-18,5
18,0,0,5,-6
19,1,2,-6,-2
20,12,-14,1,-3
21,2,-1,-4,-1
22,-4,3,-1,-4
23,-6,5,-3,-7
24,-9,7,-1,-5
25,2,-1,3,0
26,-5,2,-2,-2
27,-6,-3,2,-4
28,-9,1,1,-1
29,-2,-7,0,-5
30,-9,10,-10,2
31,-1,3,-6,-8
32,-1,4,0,-8
33,3,-1,-9,-3
34,0,-6,3,-3
35,-4,6,-6,1
36,-2,-7,11,-10
37,-7,0,1,-4
38,-2,-5,3,-7
39,-4,-2,3,-5
40,7,-14,8,-12
41,0,-2,1,-1
42,-1,-3,1,-1
43,1,3,-11,0
44,-7,0,3,-5
45,1,-2,-6,0
46,0,2,-11,1
47,2,-9,2,-4
48,-2,-1,0,-3
49,0,12,-7,-6
50,2,-8,5,0
51,-5,1,-2,-5
52,-1,-6,7,-12
53,-2,0,3,-1
54,-1,-1,-3,-5
55,1,-1,0,-7
56,-6,0,1,-4
57,-7,10,-12,-2
58,2,-9,1,-6
59,-1,2,-7,-3
60,-1,2,-4,-5
61,3,-1,-8,0
62,-7,5,-1,-2
63,0,-7,4,-11
64,4,-6,-3,-4
65,5,-8,-2,-3
66,-8,0,-2,-3
67,-13,0,-2,-1
68,1,-24,15,-11
69,-5,7,-13,-2
70,-10,8,-4,-1
71,-1,-11,4,-2
72,-5,4,-12,-3
73,-4,-6,2,-8
74,-6,-6,2,-4
75,3,-11,-1,-7
76,2,-10,5,-9
77,-12,8,-6,2
78,-4,8,-18,0
79,0,-2,-1,-4
80,0,-5,0,-3
81,4,-7,-1,0
82,-3,-2,0,-5
83,9,-11,0,-3
84,-6,11,-17,-3
85,-15,5,4,-13
86,-3,-7,5,-9
87,2,-9,1,-1
88,9,-24,11,-13
89,-1,-14,7,-7
90,0,-1,-6,-6
91,-8,0,5,-7
92,5,-2,-12,-1
93,-4,-10,7,-6
94,-2,-8,-3,1
95,-7,-8,8,-7
96,1,-2,-7,-3
97,8,-30,13,-9
98,0,-4,-10,0
99,-13,13,-8,-3
100,0,0,-8,-5
101,-5,-8,2,-12
102,3,-24,16,-14
103,-4,1,-6,-6
104,-2,-2,0,-5
105,-2,-6,2,-5
106,-7,7,-12,2
107,-3,-7,4,-10
108,2,-1,-2,-8
109,-2,-2,3,-12
110,-4,0,0,-8
111,-2,0,3,-3
112,-9,14,-10,-1
113,5,-12,6,-6
114,-6,6,-10,3
115,1,-5,-2,-3
116,9,-26,21,-14
117,-3,3,1,-11
118,-3,8,0,0
119,0,-1,4,-3
120,-2,1,0,-1
121,5,-9,10,-3
122,2,6,-4,6
123,0,4,4,0
124,11,6,1,3
125,8,8,4,4
126,0,29,-8,15
127,13,0,14,3
128,6,7,13,7
129,7,21,4,13
130,6,5,8,4
131,14,-7,12,1
132,7,-3,9,5
133,10,-5,1,12
134,-1,5,1,7
135,0,1,0,4
136,0,4,5,1
137,-8,13,-4,6
138,8,-9,14,-3
139,1,18,-10,8
140,6,-2,5,4
141,2,0,9,2
142,6,-3,6,0
143,1,1,4,-6
144,5,-6,7,-8
145,-2,-2,4,-5
146,7,-19,10,-6
147,12,-20,13,-10
148,3,-5,-5,-6
149,-11,7,2,-7
150,2,-3,0,-5
151,-4,0,0,3
152,-1,3,-4,1
153,-11,6,-3,-7
154,-10,9,-6,-5
155,-1,4,-12,2
156,0,-6,1,0
157,4,-9,6,-9
158,-4,8,-17,0
159,-13,5,0,-8
160,-2,4,-8,-4
161,4,-8,-1,-8
162,-5,-3,1,-8
163,0,-1,-2,-8
164,2,-18,5,-3
165,-2,2,-4,-7
166,-3,4,-10,-6
167,-11,4,-3,-10
168,-3,-7,6,-9
169,9,-11,1,-5
170,0,-11,9,-10
171,-8,-9,1,-4
172,-8,0,0,-7
173,-2,-2,5,-9
174,-10,-5,13,-14
175,-4,-4,-5,-8
176,-8,1,-4,-7
177,-2,4,-13,1
178,-1,-3,-4,-7
179,2,-16,17,-19
180,0,-17,11,-9
181,2,-11,3,-8
182,0,-14,8,-15
183,-11,4,-9,-6
184,-2,2,-5,-8
185,-9,1,-3,-7
186,-2,-13,9,-12
187,3,-18,9,-14
188,0,-9,-2,-8
189,4,-10,4,-14
190,4,-5,1,-12
191,-3,-7,5,-1
192,-5,4,-9,-10
193,3,-12,1,-12
194,-4,-3,-5,-6
195,-2,-2,-6,-7
196,6,-12,2,-8
197,-3,-3,-2,-6
198,-3,-7,0,-9
199,-8,7,-12,-10
200,2,-19,3,-9
201,8,-28,8,-9
202,-2,-19,7,-5
203,-8,6,-10,-4
204,-14,3,2,-15
205,-5,-12,8,-9
206,-1,-6,0,-12
207,-2,1,-5,-12
208,-2,0,-12,-4
209,-3,-3,-2,-10
210,-5,-9,11,-17
211,-5,-9,0,-3
212,-5,-6,3,-9
213,-7,-8,10,-15
214,0,-16,3,-16
215,-4,1,-12,-5
216,2,-15,2,-6
217,0,-14,3,-16
218,-11,6,-9,0
219,-3,-7,1,-13
220,-4,-3,0,-7
221,-11,-3,3,-11
222,2,-26,18,-13
223,0,-5,-8,-9
224,1,-13,0,-9
225,-3,-5,3,-21
226,-6,1,-11,-1
227,-6,-14,4,-11
228,-1,-16,6,-15
229,4,-10,-6,-7
230,-2,-7,2,-11
231,0,-7,-6,-9
232,-14,7,-12,-4
233,-1,-11,1,-6
234,-9,5,-14,-2
235,-2,-18,13,-15
236,-11,0,-8,0
237,-12,-1,0,-13
238,-14,0,5,-11
239,4,-19,0,-5
240,-10,-3,5,-11
241,-1,-12,6,-8
242,7,-13,0,-6
243,-6,-3,3,-2
244,-10,5,-7,-12
245,-10,0,2,-11
246,-11,17,-25,-3
247,3,-17,6,-12
248,-3,-6,0,-12
249,-7,-1,-9,-4
250,-4,0,-3,-7
251,-7,-6,5,-12
252,4,-12,1,-7
253,-3,-5,-2,-9
254,-3,-14,11,-9
255,-5,-11,0,-2
256,-4,-4,-4,-11
257,-3,-14,1,-3
258,-4,-9,1,-12
259,0,-11,6,-10
260,-4,-14,4,-12
261,-6,-1,-1,-14
