Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,0,0,2,0
2,6,-14,12,-11
3,-2,1,0,-3
4,-2,3,-2,-3
5,-3,-1,5,-5
6,-5,-5,11,-3
7,-3,0,4,-7
8,-9,4,0,-2
9,-13,9,-1,-3
10,-7,6,-7,9
11,-5,3,-2,-2
12,0,-4,-1,-6
13,-7,7,-7,2
14,6,-10,0,-2
15,-8,12,-15,6
16,-4,6,-14,4
17,-6,4,-1,1
18,-2,-4,-4,4
19,-6,5,0,-6
20,5,-5,-6,4
21,-7,4,-11,-2
22,0,5,-15,3
23,-1,-2,4,-3
24,-4,6,-3,-5
25,1,-17,14,-8
26,-5,0,4,-3
27,8,-15,7,-3
28,1,-10,7,-8
29,-7,0,-1,-3
30,-11,5,-4,2
31,-2,-7,5,0
32,-2,-6,0,2
33,-9,8,-5,-2
34,-2,-10,10,-3
35,-3,3,-6,2
36,-6,-6,4,-2
37,-7,-3,6,-11
38,12,-18,-5,7
39,-6,-4,0,-3
40,-9,4,0,-4
41,-4,7,-9,-3
42,-6,10,-4,1
43,-8,0,6,-7
44,-6,6,-10,1
45,-5,3,-7,-4
46,3,-17,9,-5
47,-11,6,-6,-2
48,-11,12,-4,-7
49,-10,13,-5,-5
50,-2,-9,1,-1
51,-5,5,-6,-8
52,-2,-3,4,-6
53,-8,4,-2,-2
54,-7,0,-3,-6
55,-2,0,-7,-2
56,0,0,-6,0
57,-4,0,4,-6
58,-3,4,0,-1
59,-8,5,0,-5
60,1,-13,2,1
61,-10,-1,0,0
62,-6,-3,4,-7
63,-13,9,-16,3
64,-4,-1,-2,-3
65,-11,5,-6,-2
66,-7,-2,-5,0
67,-8,8,-7,-1
68,1,-8,2,-4
69,0,-14,6,-13
70,-1,-12,7,-6
71,-10,0,15,-11
72,-10,10,-6,-1
73,-13,8,-15,3
74,-12,6,-14,2
75,-5,-2,3,-6
76,-6,9,-16,1
77,-3,4,-6,-3
78,2,-17,5,-11
79,-5,-3,2,-6
80,-4,-8,5,-10
81,-6,0,-6,3
82,-9,0,1,-9
83,-8,0,-4,-3
84,-3,-5,-2,-6
85,0,-2,-7,-6
86,-11,0,-3,0
87,-6,-3,2,-4
88,-7,-1,6,-7
89,2,-11,0,-8
90,-7,0,-1,-6
91,-2,-10,5,-8
92,-12,13,-17,0
93,0,-6,-3,-5
94,-1,-23,16,-14
95,-3,-8,5,-9
96,1,-6,-3,-1
97,-8,0,2,-7
98,0,-4,-2,-9
99,-2,-2,-2,-9
100,4,-1,-19,2
101,-3,1,-1,-7
102,-4,3,-9,-2
103,-11,-3,-1,-3
104,-7,4,-18,7
105,-11,6,-10,0
106,-8,-9,7,-10
107,-9,0,-2,-1
108,-3,-2,-3,-7
109,-8,1,-5,-4
110,-1,-9,4,-6
111,8,-10,-4,5
112,-1,-2,-7,6
113,5,-7,-10,0
114,-11,-1,-2,-6
115,0,-9,-3,0
116,-13,13,-14,-3
117,-2,-10,0,-3
118,-9,13,-18,5
119,-1,-2,-8,-1
120,-4,6,-18,-2
121,-17,19,-14,-1
122,-7,0,-2,-4
123,-1,-13,3,-4
124,-7,2,-8,-1
125,3,-19,0,0
126,-4,-1,-11,-3
127,4,-8,-11,1
128,-7,10,-16,2
129,-19,18,-13,-9
130,-5,-9,0,-13
131,-7,4,-15,-6
132,0,-16,8,-12
133,-6,5,-13,-4
134,-3,12,-19,-3
135,-6,8,-14,0
136,-15,5,-4,0
137,-7,-8,3,-11
138,-15,17,-13,-3
139,-11,13,-18,1
140,-4,3,-6,-6
141,-2,-4,0,-6
142,-3,-9,-6,0
143,-6,-6,0,-3
144,3,-16,3,-16
145,-14,6,-5,-6
146,-9,5,-9,-4
147,-10,1,0,-9
148,-5,-5,4,-10
149,-4,-6,-3,2
150,-20,15,-16,2
151,-6,-1,-7,-3
152,-9,4,-8,-5
153,-1,-5,-3,-8
154,-8,-1,0,-7
155,-10,1,-6,-8
156,-12,7,-9,-2
157,-8,2,-12,1
158,4,-13,3,-12
159,-16,10,-11,0
160,-18,18,-15,0
161,-6,-16,14,-9
162,-7,0,-2,-11
163,3,-11,-4,-4
164,-17,10,-8,-3
165,-5,-6,0,-4
166,-6,-6,0,-2
167,-14,9,-10,-8
168,-9,10,-13,0
169,-6,-7,2,-6
170,0,-9,-5,-5
171,-7,-1,-1,-8
172,-3,-2,-11,-7
173,-11,11,-13,-7
174,-12,0,1,-7
175,-3,-3,-9,-4
176,-2,-13,6,-7
177,-10,-3,-2,-8
178,-13,7,-6,-6
