Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,3,-18,10,-5
2,-3,-4,9,-6
3,0,-4,1,-6
4,-5,6,-6,4
5,-2,-5,14,-6
6,-2,7,-20,8
7,4,-9,2,-1
8,1,-11,18,-10
9,-5,2,-5,4
10,0,0,-4,4
11,7,-14,12,-4
12,-1,-4,11,-7
13,-13,9,-4,-2
14,2,-8,-7,4
15,0,-2,6,0
16,-5,9,-3,-3
17,5,-13,4,-7
18,-4,-5,6,-3
19,-5,-4,0,1
20,-6,-8,11,-9
21,0,-7,9,-9
22,-4,8,-12,2
23,0,0,-1,-9
24,-4,-8,9,-4
25,0,-4,4,-5
26,0,-4,-1,0
27,4,-11,-4,1
28,-1,-10,7,-1
29,-10,13,-11,1
30,-5,-7,-1,-3
31,-7,8,-9,1
32,0,-13,9,-8
33,-6,-7,0,1
34,-3,4,-11,4
35,0,-13,4,-4
36,0,0,4,-6
37,-9,6,-11,0
38,3,-12,13,-9
39,-8,0,0,0
40,7,-22,15,-5
41,-11,5,-1,-1
42,3,-18,16,-10
43,1,-6,-2,1
44,-4,-4,8,-6
45,0,6,-17,4
46,-9,5,-12,8
47,-5,-9,17,-18
48,-1,-6,11,-13
49,-12,0,-4,-3
50,-6,-5,-1,-8
51,-8,13,-15,0
52,1,-15,20,-14
53,-7,-1,-1,-3
54,0,-10,2,-8
55,4,-10,0,1
56,-5,-8,3,-5
57,-1,0,-5,0
58,6,-12,3,-7
59,-14,8,-6,-7
60,2,-22,15,-13
61,-8,7,-7,5
62,-13,10,-13,0
63,-10,16,-17,4
64,-6,1,-11,3
65,2,-11,1,-13
66,-10,0,-3,-6
67,-2,1,-10,-1
68,3,-25,26,-18
69,-5,3,-8,-1
70,7,-11,0,-4
71,0,-5,-1,-1
72,2,-8,0,-1
73,-2,-1,-4,-4
74,1,-8,0,-1
75,-10,5,-4,-2
76,-7,4,1,-7
77,-2,-3,-2,-5
78,-11,0,-2,-4
79,2,-9,3,-14
80,1,-19,15,-8
81,-13,8,-4,-6
82,-11,13,-11,0
83,2,-13,10,-8
84,-12,7,-7,-3
85,0,-9,0,0
86,-1,-11,6,-12
87,-14,0,-3,-5
88,-3,-6,2,-10
89,-4,9,-21,10
90,-6,5,-6,-3
91,2,-10,-4,-5
92,-2,0,-2,-5
93,-13,16,-18,6
94,-16,5,-6,-2
95,-2,-3,-3,-7
96,-4,0,-11,4
97,-5,6,0,-3
98,-7,3,-6,-7
99,0,-14,9,-2
100,-5,0,-2,-8
101,-7,-2,-2,-2
102,5,-5,-6,-3
103,3,-15,7,-8
104,-2,-4,-6,1
105,4,-13,-5,5
106,2,-15,1,-6
107,0,-9,-3,-1
108,-4,-8,11,-13
109,-8,-4,9,-4
110,-8,0,-5,-1
111,-4,-1,0,-7
112,-2,-2,-7,0
113,-5,2,-7,-13
114,-5,-6,-3,-5
115,-3,0,-8,-2
116,-10,0,0,-7
117,-9,7,-9,-2
118,4,-14,1,-5
119,3,-9,-5,0
120,-1,-5,-2,-5
121,-8,-7,2,-9
122,-4,0,-5,-7
123,8,-13,0,-7
124,-3,-13,10,-15
125,-4,-9,7,-6
126,-12,12,-12,-4
127,-15,13,-21,-2
128,-5,6,-17,0
129,0,-20,12,-11
130,-6,-7,-3,1
131,-10,3,-7,-7
132,-3,-17,12,-10
133,-6,0,-7,-5
134,0,-18,10,-10
135,-10,12,-24,0
136,-11,6,-9,2
137,-1,-7,3,-9
138,-2,4,-16,3
139,-10,2,1,-7
140,-6,-7,2,-5
141,-1,-4,-4,-1
142,-1,-6,-6,-1
143,0,6,-18,5
144,0,-7,-4,-1
145,-5,5,-18,1
146,-6,-14,4,-4
147,4,-12,2,-13
148,0,-5,-10,3
149,-4,-5,-2,0
150,-2,-1,-6,-7
151,-8,3,-7,-4
152,-4,-3,-2,-10
153,-7,-4,6,-10
154,-9,-3,-2,-10
155,-6,-4,-2,-7
156,-7,3,-7,-3
157,-13,5,-7,-8
158,-7,-4,-5,-5
159,-2,1,-21,4
160,-10,-2,0,-5
161,0,-8,-2,-8
162,7,-15,0,-13
163,-17,5,-7,-10
164,-9,-4,0,-8
165,-8,-12,0,-7
166,-7,-3,-3,-11
167,11,-19,-3,-5
168,-3,-16,4,1
169,-3,-6,0,-7
170,5,-5,-10,-4
171,-3,0,-6,-4
172,-2,-3,-7,-8
173,-10,13,-18,-4
174,-5,-11,1,-11
175,-23,19,-6,-9
176,-7,-11,8,-14
177,0,-17,8,-13
178,-20,16,-14,-2
179,-10,0,-1,-6
180,2,-5,-12,1
181,-1,-3,-8,-3
182,-3,-9,-3,-2
183,0,-12,1,-3
184,-8,2,-21,3
185,1,-1,-19,7
186,-1,-11,0,-6
187,-10,7,-11,-4
188,-15,-1,-8,-10
189,-1,-2,-15,-1
190,-11,-4,10,-10
191,-5,-7,0,2
192,-3,-7,0,-9
193,-7,2,-15,4
194,-10,-2,-4,-4
