Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-3,-2,1,-6
2,15,-14,13,-11
3,-6,10,-7,4
4,0,0,5,-4
5,12,-15,7,-1
6,0,-6,2,-3
7,0,4,-10,-3
8,4,-7,10,-8
9,2,-1,0,-12
10,3,-9,5,1
11,-3,-13,20,-12
12,8,-10,-1,3
13,-1,-8,12,-8
14,3,-17,15,-8
15,-5,5,4,-2
16,12,-23,9,-6
17,5,-14,12,-5
18,0,-10,11,-6
19,0,-4,0,2
20,-1,-10,8,-6
21,3,-14,6,-5
22,13,-27,12,-13
23,4,-7,-3,-5
24,0,-11,9,-11
25,-1,2,-6,0
26,2,-6,-5,3
27,-3,-2,0,-5
28,3,-9,8,-2
29,11,-21,4,-4
30,0,1,2,-7
31,8,-10,0,-4
32,-7,-1,-2,4
33,-3,-1,5,-5
34,5,-6,-2,-1
35,-4,-5,4,-2
36,-3,3,0,-2
37,5,-12,4,-9
38,-3,12,-13,0
39,10,-20,7,-9
40,3,-4,2,-6
41,2,1,3,-8
42,-4,-6,6,-6
43,7,-7,-5,-3
44,2,-4,-4,3
45,1,-1,-1,2
46,-2,-6,3,-3
47,9,-13,12,-11
48,-4,-4,5,-10
49,-2,5,-12,6
50,2,-14,22,-19
51,7,-21,11,-5
52,-4,-8,12,-11
53,6,-26,21,-7
54,2,-10,8,-9
55,3,-18,14,-17
56,-1,-4,0,-1
57,-1,-3,-2,-2
58,9,-22,8,-2
59,5,-8,-3,1
60,8,-15,1,-8
61,2,-2,-6,0
62,3,-1,-4,-1
63,-5,2,-7,-1
64,3,-10,0,-2
65,2,-9,4,-6
66,1,-7,1,-6
67,-1,-6,-1,-12
68,-2,0,-2,-4
69,-1,-15,9,-3
70,0,-2,-10,2
71,-5,-1,0,0
72,-5,6,-5,0
73,1,-7,1,-2
74,7,-16,3,-5
75,3,-20,20,-13
76,5,-23,12,-6
77,-4,-20,14,-6
78,0,-10,-1,-5
79,3,-4,-5,-5
80,-1,3,-6,-5
81,-2,9,-4,-5
82,-4,2,-6,0
83,2,-11,-1,-3
84,-1,-19,20,-15
85,12,-18,0,-2
86,1,-9,1,-5
87,0,-7,1,-4
88,0,-13,11,-8
89,-2,0,1,-7
90,2,-1,-12,-2
91,10,-9,1,-4
92,4,-20,12,-12
93,0,-4,1,0
94,-2,-14,3,-5
95,2,0,-7,-6
96,-6,-3,2,-11
97,1,-10,9,-5
98,-4,-3,0,-6
99,-3,-1,6,-7
100,5,-16,0,-5
101,0,-1,4,-9
102,1,-5,-3,-2
103,-9,5,4,-14
104,0,-12,9,-6
105,-4,-8,5,-9
106,0,-4,0,-9
107,-2,8,-10,-1
108,-2,-16,16,-6
109,-7,6,-9,1
110,2,-9,0,1
111,2,-2,6,-7
112,7,-8,-13,4
113,0,-10,6,-9
114,-1,-6,1,-1
115,0,-4,-7,-1
116,0,-14,11,-9
117,-2,-1,0,-3
118,8,-12,1,-12
119,-3,3,-1,-7
120,3,-22,5,-3
121,1,-5,-2,-10
122,-4,-6,1,-7
123,-3,-4,4,-5
124,-3,0,-14,-4
125,-13,9,-5,-1
126,1,-9,-9,-5
127,10,-30,18,-13
128,-5,7,-9,0
129,-1,-4,6,-12
130,-3,-2,2,-10
131,-1,-5,-3,-2
132,2,-16,8,-7
133,-9,0,1,-5
134,-6,-1,5,-9
