Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,0,-7,13,-3
2,-1,1,-4,-1
3,-8,3,-1,5
4,-9,14,-6,-4
5,-10,17,-14,4
6,-1,5,-8,3
7,-5,7,-6,-2
8,-2,4,-9,2
9,-8,16,-14,1
10,1,6,-7,-5
11,-3,-1,0,-4
12,5,-8,4,0
13,-4,0,0,-2
14,0,0,-2,-2
15,-2,0,-7,0
16,-4,18,-17,4
17,5,-11,6,-3
18,-7,3,-5,7
19,2,-10,1,-3
20,3,-4,0,-3
21,9,-20,13,-5
22,2,-14,3,-4
23,5,2,-15,9
24,2,-6,2,0
25,0,2,-13,2
26,0,-1,1,-2
27,0,-8,8,-4
28,-2,-10,14,-8
29,-9,10,-14,0
30,-6,0,-7,9
31,-8,7,-8,0
32,-1,-14,6,-5
33,-5,12,-6,-2
34,7,-16,5,-8
35,-1,2,-2,-10
36,2,1,-11,4
37,2,1,-17,2
38,-11,-1,-1,-3
39,-11,16,-19,4
40,-5,-5,1,-3
41,7,-7,-10,1
42,-1,8,-14,4
43,-9,11,-14,3
44,-6,9,-4,-6
45,-11,16,-33,8
46,-4,9,-15,3
47,0,-6,0,-7
48,-5,11,-19,5
49,-8,9,-16,5
50,-5,2,-6,0
51,8,-13,7,-8
52,0,-2,-2,-6
53,-6,0,-2,0
54,0,-17,12,-5
55,2,-6,-10,3
56,-1,-14,12,-3
57,-10,20,-13,-4
58,0,-10,1,-3
59,-13,-3,5,-6
60,-15,10,-15,0
61,-3,-8,3,-3
62,-3,-1,-5,-4
63,-7,1,-9,-4
64,-6,2,-15,8
65,2,-9,0,-10
66,-1,-2,-2,0
67,-11,10,-14,-2
68,-12,10,-15,6
69,-3,3,-1,-1
70,-3,4,-10,0
71,-8,11,-14,4
72,2,-10,0,-6
73,0,-3,-10,0
74,-4,-1,6,-16
75,-6,6,-10,1
76,-5,-3,0,-4
77,3,-2,-11,0
78,-2,4,-11,3
79,-4,-4,10,-9
80,6,-9,0,-4
81,-3,2,-7,1
82,-12,7,0,-7
83,2,-7,-6,2
84,-6,-9,1,-2
85,-4,-1,7,-12
86,-13,2,0,-10
87,-5,-6,1,-3
88,-17,8,0,-2
89,-1,-11,11,-4
90,-8,5,-10,-1
91,-1,-13,10,-10
92,5,-8,-4,-6
93,-14,23,-26,7
94,0,-5,0,-5
95,-11,7,-3,-5
96,4,-10,-5,-5
97,2,-15,0,-1
98,-8,0,-2,-3
99,-4,0,-6,-3
100,-8,5,-9,4
101,-10,3,-8,-6
102,3,-16,1,-7
103,-1,-11,10,-11
104,-1,-13,9,-9
105,-4,5,-10,-5
106,-8,-1,-6,2
107,-1,-6,-1,0
108,-4,-7,4,-4
109,-9,4,1,-11
110,-7,4,-3,-4
111,-2,-4,1,-9
112,-17,12,-10,-5
113,-3,0,-3,-4
114,-16,20,-19,0
115,-9,3,-16,3
116,-4,-3,-2,1
117,-13,12,-10,1
118,-3,7,-9,-5
119,-5,-2,0,-8
120,-12,7,-17,-4
121,-11,-1,-13,-1
122,-3,-5,-6,-6
123,2,-13,-3,-2
124,-2,6,-25,0
125,2,1,-18,0
126,0,1,-16,-1
127,-3,-1,-3,-2
128,-6,-7,4,-9
129,1,3,-17,4
130,-10,11,-14,-4
131,-6,1,-7,-5
132,-11,15,-19,0
133,-8,4,-12,1
134,5,-10,-10,4
135,-10,10,-8,-6
136,-7,-6,-1,-1
137,4,2,-11,-1
138,-3,1,-7,-2
139,-5,3,-5,-6
140,-5,-5,-1,0
141,3,-23,9,-7
142,-6,3,-10,-4
143,-6,3,-8,-7
144,-6,-2,-3,-4
145,-12,6,-14,3
146,-3,0,-12,5
147,-12,12,-6,-6
148,-4,0,-6,-4
149,-13,5,-12,-3
150,-5,4,-9,-1
151,-2,-5,-8,0
152,-4,0,-11,2
153,-14,6,-7,-4
154,-6,6,-9,-5
155,-3,-3,2,-4
156,-9,8,-16,0
157,-6,14,-19,-1
158,0,-6,-1,-3
159,-18,6,-9,-1
160,-2,1,-6,-11
161,0,-11,3,-9
162,-3,-9,0,-4
163,-19,21,-29,11
164,1,-10,-7,-1
165,2,-8,1,-8
166,-3,-11,5,-8
167,-4,0,-12,6
168,0,-2,-16,4
169,-8,-1,-4,-3
170,-5,8,-13,-1
171,5,-4,-7,-3
172,-5,0,-9,-4
173,-8,-5,1,-7
174,-7,-3,-13,10
175,-10,0,-5,-2
176,5,-11,-6,0
177,-3,0,-5,-3
178,-5,-10,-2,3
179,-5,0,-4,-10
180,-5,3,-15,3
181,-10,-2,-5,-7
182,-8,0,-6,-8
183,-17,14,-10,-10
184,5,-12,-5,-3
185,-7,0,-11,-1
186,-10,10,-18,3
187,-13,7,-12,-2
188,-10,10,-22,1
189,-10,12,-24,1
190,-13,14,-19,6
191,-2,0,-8,0
192,-8,8,-11,-2
193,-7,2,-10,-3
194,-7,0,-17,6
195,-10,2,-7,-2
196,-18,1,-4,0
197,-10,14,-19,0
198,1,-14,-3,-1
199,-6,-4,-1,-7
200,-4,-13,1,0
201,-3,-5,-2,-1
202,-6,-13,5,-8
203,-9,-2,-3,-7
204,-12,24,-27,-3
205,-4,7,-21,0
206,-8,1,-7,-4
207,-6,5,-8,-2
208,-1,-5,-7,-1
209,-2,-5,-8,-3
210,0,-7,-4,-14
211,-10,3,-8,0
212,-9,7,-14,4
213,3,-16,-5,0
214,-11,11,-24,-2
215,-5,-7,3,-13
216,-4,0,-17,4
217,-14,14,-19,-5
218,-9,4,-14,0
219,-11,3,-10,5
220,-6,8,-6,-6
221,0,-11,3,-5
222,1,-23,9,-10
223,0,-2,-19,2
224,-9,-2,0,-9
225,-2,-1,-11,-1
226,-3,0,-9,-6
227,-5,7,-25,2
228,-8,-3,0,-1
229,-3,-8,-5,-3
230,-6,-6,-8,-3
231,0,-6,-2,-9
232,-12,6,-10,-7
233,-10,1,-1,-9
234,-2,-10,-5,0
235,-8,12,-23,3
236,-16,15,-22,-4
237,-10,19,-22,0
238,-10,11,-25,7
239,-5,-8,-3,-1
240,-5,-9,2,-9
241,-9,-4,-10,6
242,-19,13,-10,-1
243,-4,0,-12,1
244,-3,7,-15,-2
245,-6,11,-24,8
246,-21,5,-5,-3
247,-8,9,-14,-1
248,-15,5,-6,-3
249,-4,2,-25,7
250,-8,5,-10,0
251,-5,-11,0,-6
252,-5,9,-22,10
253,-8,3,-10,-10
254,-15,15,-21,-1
255,-10,1,-9,0
256,-4,4,-22,6
257,-7,-3,0,-2
258,-4,2,-14,1
259,-5,-9,0,-4
260,-14,0,-7,-6
261,-6,4,-16,3
262,-2,4,-13,-8
263,-5,-11,9,-12
264,-5,-1,-14,-3
265,-12,1,-8,-2
266,-13,-8,12,-13
267,-5,7,-21,2
268,-7,1,-9,-8
269,-9,7,-22,4
270,-10,-2,-2,-10
271,-13,10,-11,-6
272,-8,3,-19,0
273,-12,9,-13,0
274,-12,-5,-6,5
275,-18,8,-9,-9
276,-7,-5,-3,-11
277,-6,3,-18,-5
278,0,-15,3,-8
279,-18,12,-12,-2
280,-9,3,-15,0
281,-3,-6,-13,3
282,-8,0,-8,-5
283,-9,11,-18,-2
284,-11,2,-5,-3
285,-9,7,-21,-4
286,-9,5,-8,-2
287,-4,-9,-3,-8
288,3,-23,5,-5
289,-4,0,-19,-3
290,-13,8,-16,-1
291,1,-10,-13,1
292,-9,0,-6,0
293,-15,2,-17,7
294,-2,-7,-9,-2
295,2,-31,18,-5
296,-1,-13,-3,-7
297,-5,10,-32,8
298,-4,-1,-12,-5
299,-10,0,-10,-6
300,0,-9,-1,-6
301,-8,7,-17,0
302,-6,-2,-21,5
303,-3,0,-15,3
304,-10,12,-21,2
305,-17,26,-27,0
306,5,-11,-9,-2
307,-13,13,-18,0
308,-9,11,-10,-7
309,-11,9,-12,1
310,-3,13,-16,8
311,-1,13,-24,4
312,-5,7,-18,9
313,-7,-3,4,3
314,-3,4,-8,14
315,-10,6,2,2
316,3,-8,6,6
317,1,-6,3,0
318,-3,4,-14,13
319,3,12,-23,12
320,-4,13,-17,5
321,-4,17,-30,16
322,-9,11,-18,0
323,-4,8,-23,13
324,-11,6,-13,1
325,-13,19,-23,10
326,-3,-8,-5,0
327,-12,0,-5,0
328,-9,1,-4,-1
329,-13,8,-8,-5
330,-5,1,-14,5
331,-10,0,-2,-5
332,-8,15,-25,8
333,-12,9,-11,-2
334,-1,-3,-3,-3
335,-7,4,-9,-3
336,-11,12,-17,-2
337,-15,15,-21,-1
338,-5,-13,-1,-7
339,-2,1,-13,-3
340,1,-6,-5,-5
341,-1,0,-13,1
342,-14,20,-25,-6
343,-8,11,-22,2
344,-5,-13,0,-5
345,-10,2,-17,0
346,1,-15,5,-8
347,-12,8,-9,-10
348,-15,24,-27,2
349,-9,6,-17,6
350,-3,-3,-7,-2
351,-8,-2,-5,-8
352,-7,-5,-4,1
353,0,0,-15,5
354,-14,4,0,-5
355,0,-17,4,-4
356,0,-7,-9,0
357,-2,-8,0,-7
358,-3,4,-20,12
359,-7,3,-12,1
360,-3,-6,-7,3
361,0,-2,-15,7
362,-15,17,-17,2
363,0,-19,0,-1
364,-4,-1,-17,1
365,-3,4,-13,1
366,-9,4,-7,1
367,-6,-4,0,-2
368,-4,-5,-3,-7
369,-6,1,-10,-4
370,-3,-4,0,-1
371,-6,5,-15,-2
372,-9,6,-7,-1
373,-20,22,-30,3
374,-12,3,-1,-1
375,-3,-6,-2,0
376,-3,-8,-4,-5
377,0,6,-28,10
378,-11,11,-19,6
379,-6,8,-15,0
380,-7,0,-11,1
381,-11,6,-7,-3
382,-10,5,-11,0
383,-1,-14,6,-7
384,-1,0,-7,-1
385,-15,8,0,-4
386,0,-19,2,-7
387,9,-23,9,-5
388,-9,14,-22,8
389,-13,0,-3,-1
390,-18,17,-22,1
391,1,0,-18,0
392,-12,6,-10,0
393,-7,-2,-5,-3
394,-7,8,-18,0
395,0,-17,14,-6
396,-8,19,-25,0
397,-15,29,-31,3
398,-2,-6,1,-6
399,-1,-4,-2,-4
400,1,-4,-3,-1
401,-1,-6,0,-6
402,-18,21,-25,1
403,4,-6,-10,1
404,6,-16,0,-4
405,-14,5,-6,-14
406,-12,7,-5,0
407,-6,14,-26,7
408,-7,-1,-8,0
409,-4,0,-14,0
410,-6,-2,-11,-5
411,-3,-2,-14,13
412,-5,-2,-6,-1
413,-11,-12,13,-4
414,-3,-18,11,-3
415,-9,4,-17,0
416,-3,0,-6,-1
417,-14,14,-26,1
418,-11,7,-20,-1
419,-7,11,-20,0
420,2,-24,7,-9
421,-3,-5,0,-8
